id|language|text
W000140_ES0182045312|ES| UNIPAPEL, S.A.  ( ES0182045312 :  UPL/AC 1,50  : 22,07 )
W000140_ES0182170615|ES| URALITA, S.A.  ( ES0182170615 :  URA/AC 0,72  : 4,87 )
W000140_ES0182484115|ES| URBAR INGENIEROS, S.A.  ( ES0182484115 :  URBAR.ING/AC 1,00  : 15,61 )
W000140_ES0182280018|ES| URBAS, PROYECTOS URBANISTICOS, S.A.  ( ES0182280018 :  URBAS/AC 0,64  : 2,87 )
W000140_BRUSIMACNPA6|ES| USINAS SIDERURGICAS DE MINAS GERAIS, S.A.  ( BRUSIMACNPA6 :  AC. USIMINAS -PREF.-  : 26,54 )
W000140_BRVALEACNOR0|ES| VALE DO RIO DOCE,COMPANHIA  ( BRVALEACNOR0 :  AC. VALE DO RIO DOCE  : 20,39 )
W000140_BRVALEACNPA3|ES| VALE DO RIO DOCE,COMPANHIA  ( BRVALEACNPA3 :  AC. VALE DO RIO DOCE. PREF. 6%  : 17,38 )
W000140_ES0182785214|ES| VALENCIANA DE NEGOCIOS, S.A.  ( ES0182785214 :  VALENCIANA.NEG/AC 1,00  : 23,76 )
W000140_ES0183746314|ES| VIDRALA, S.A.  ( ES0183746314 :  VID/AC 1,02  : 21,43 )
W000140_ES0184262212|ES| VISCOFAN, S.A.  ( ES0184262212 :  VIS/AC 0,30  : 13,54 )
W000140_ES0114820113|ES| VOCENTO, S.A.  ( ES0114820113 :  VOC/AC 0,20  : 14,94 )
W000140_PEP648014202|ES| VOLCAN COMPAÑÍA MINERA, S.A.A.  ( PEP648014202 :  AC. VOLCAN. PREF. S/B  : 15,22 )
W000140_ES0184591032|ES| VUELING AIRLINES, S.A.  ( ES0184591032 :  VLG/AC 0,01  : 32,26 )
W000140_ES0184933812|ES| ZARDOYA OTIS, S.A.  ( ES0184933812 :  ZOT/AC 0,10  : 23,21 )
W000140_ES0184940817|ES| ZELTIA, S.A.  ( ES0184940817 :  ZEL/AC 0,05  : 5,73 )
W000140_ES0125220311|EU| ACCIONA, S.A.  ( ES0125220311 :  ANA/AC 1,00  : 134,27 )
W000140_ES0132105018|EU| ACERINOX, S.A.  ( ES0132105018 :  ACX/AC 0,25  : 19,27 )
W000140_ES0105200416|EU| ABENGOA, S.A.  ( ES0105200416 :  ABG/AC 0,25  : 24,88 )
W000140_ES0111845014|EU| ABERTIS INFRAESTRUCTURAS, S.A. ES0111845014  ( ES0111845014 :  ABE/AC 3,00  : 21,55 )
W000140_ES0111845113|EU| ABERTIS INFRAESTRUCTURAS, S.A.  ( ES0111845113 :  ABE/ACPREF 3,00  : 20,86 )
W000140_ES0167050915|EU| ACS, ACTIVIDADES DE CONSTRUCCION Y SERVICIOS, S.A.  ( ES0167050915 :  ACS/AC 0,50  : 40,54 )
W000140_ES0106585013|EU| ACTUACIONES ACTIVIDADES E INVERSIONES INMOBILIARIAS, S.A.  ( ES0106585013 :  AISA/AC 6,00  : 20,11 )
W000140_ES0106000013|EU| ADOLFO DOMINGUEZ, S.A.  ( ES0106000013 :  ADZ/AC 0,60  : 51,21 )
W000140_ES0107250013|EU| AGUAS DE VALENCIA, S.A.  ( ES0107250013 :  AGUAS.VAL/AC 3,01  : 80,65 )
W000140_ES0107511018|EU| AHORRO FAMILIAR, S.A.  ( ES0107511018 :  AH.FAMILIAR/AC 6,00  : 30,15 )
W000140_MXP000511016|EU| ALFA S.A. DE C.V.  ( MXP000511016 :  AC. ALFA S/A  : 44,97 )
W000140_ES0177040013|EU| ALTADIS, S.A.  ( ES0177040013 :  ALT/AC 0,10  : 38,29 )
W000140_MXP001691213|EU| AMERICA MOVIL, S.A. DE C.V.  ( MXP001691213 :  AC. AMERICA MOVIL. S/L  : 33,47 )
W000140_ES0109260531|EU| AMPER, S.A.  ( ES0109260531 :  AMP/AC 1,00  : 10,17 )
W000140_ES0109427734|EU| ANTENA 3 DE TELEVISION, S.A.  ( ES0109427734 :  A3TV/AC 0,75  : 17,69 )
W000140_BRARCZACNPB3|EU| ARACRUZ CELULOSE, S.A.  ( BRARCZACNPB3 :  AC. ARACRUZ CELULOSE. PREF. S/B  : 4,45 )
W000140_LU0140205948|EU| ARCELOR, S.A.  ( LU0140205948 :  AC. ARCELOR  : 42,36 )
W000140_ES0110944016|EU| ASTROC MEDITERRANEO, S.A.  ( ES0110944016 :  AST/AC 0,20  : 29 )
W000140_ES0172708317|EU| AVANZIT, S.A.  ( ES0172708317 :  AVZ/AC 1,00  : 5,08 )
W000140_ES0152960011|EU| AYCO GRUPO INMOBILIARIO, S.A.  ( ES0152960011 :  AYCO.GRP.INMO/AC 3,01  : 16,25 )
W000140_ES0112458312|EU| AZKOYEN, S.A.  ( ES0112458312 :  AZK/AC 0,60  : 7,68 )
W000140_ES0113211835|EU| BANCO BILBAO VIZCAYA ARGENTARIA, S.A.  ( ES0113211835 :  BBVA/AC 0,49  : 18,73 )
W000140_BRBBDCACNPR8|EU| BANCO BRADESCO, S.A.  ( BRBBDCACNPR8 :  BCO BRADESCO/ACPREF  : 28,68 )
W000140_ES0113140133|EU| BANCO DE ANDALUCIA, S.A.  ( ES0113140133 :  AND/AC 0,75  : 97,22 )
W000140_ES0113243135|EU| BANCO DE CASTILLA, S.A.  ( ES0113243135 :  CAS/AC 0,60  : 21,84 )
W000140_CLP0939W1081|EU| BANCO DE CHILE, S.A.  ( CLP0939W1081 :  AC. BANCO DE CHILE  : 34,45 )
W000140_ES0113381133|EU| BANCO DE CREDITO BALEAR, S.A.  ( ES0113381133 :  CBL/AC 0,75  : 31,72 )
W000140_ES0113515136|EU| BANCO DE GALICIA, S.A.  ( ES0113515136 :  GAL/AC 0,30  : 26,7 )
W000140_ES0113805032|EU| BANCO DE PROMOCION DE NEGOCIOS, S.A. (PROMOBANC)  ( ES0113805032 :  PROMOBANC/AC 1,62  : 6,48 )
W000140_ES0113860532|EU| BANCO DE SABADELL, S.A.  ( ES0113860532 :  SAB/AC 0,50  : 30,61 )
W000140_ES0113980330|EU| BANCO DE VALENCIA, S.A.  ( ES0113980330 :  BVA/AC 1,00  : 38,94 )
W000140_ES0113997136|EU| BANCO DE VASCONIA, S.A.  ( ES0113997136 :  VAS/AC 0,30  : 19,98 )
W000140_ES0113440038|EU| BANCO ESPAÑOL DE CREDITO, S.A.  ( ES0113440038 :  BTO/AC 0,79  : 16,14 )
W000140_ES0113580932|EU| BANCO GUIPUZCOANO, S.A.  ( ES0113580932 :  GUI/AC 0,50  : 25,03 )
W000140_ES0113580A33|EU| BANCO GUIPUZCOANO, S.A.  ( ES0113580A33 :  GUI/ACPREF 0,50  : 24,28 )
W000140_ES0113770434|EU| BANCO PASTOR, S.A.  ( ES0113770434 :  PAS/AC 0,33  : 13,65 )
W000140_ES0113790531|EU| BANCO POPULAR ESPAÑOL, S.A.  ( ES0113790531 :  POP/AC 0,10  : 13,46 )
W000140_ARBRIO010194|EU| BANCO RIO DE LA PLATA, S.A.  ( ARBRIO010194 :  AC. BANCO RIO DE LA PLATA. S/B  : 0,93 )
W000140_ES0113900J37|EU| BANCO SANTANDER CENTRAL HISPANO, S.A.  ( ES0113900J37 :  SAN/AC 0,50  : 13,64 )
W000140_PR8028091034|EU| BANCO SANTANDER PUERTO RICO  ( PR8028091034 :  AC. SANTANDER BANCORP  : 14,37 )
W000140_ES0113679338|EU| BANKINTER, S.A.  ( ES0113679338 :  BKT/AC 1,50  : 58,65 )
W000140_ES0114297015|EU| BARON DE LEY, S.A.  ( ES0114297015 :  BDL/AC 0,60  : 44,76 )
W000140_DE0005752000|EU| BAYER AKTIENGESELLSCHAFT  ( DE0005752000 :  AC. BAYER  : 39,97 )
W000140_ARP125991090|EU| BBVA BANCO FRANCES, S.A.  ( ARP125991090 :  AC. BBVA BCO. FRANCES  : 2,3 )
W000140_ES0114491014|EU| BEFESA MEDIO AMBIENTE, S.A.  ( ES0114491014 :  BMA/AC 3,01  : 27,52 )
W000140_ES0115002018|EU| BODEGAS RIOJANAS, S.A.  ( ES0115002018 :  RIO/AC 0,75  : 9,48 )
W000140_ES0115056139|EU| BOLSAS Y MERCADOS ESPAÑOLES, SDAD HOLDING DE MDOS Y STM( ES0115056139 :  BME/AC 3,23  : 29,87 )
W000140_BRBRAPACNOR5|EU| BRADESPAR  ( BRBRAPACNOR5 :  AC. BRADESPAR  : 30,8 )
W000140_BRBRAPACNPR2|EU| BRADESPAR  ( BRBRAPACNPR2 :  AC. BRADESPAR -PREF.-  : 31,64 )
W000140_BRBRKMACNPA4|EU| BRASKEM, S.A.  ( BRBRKMACNPA4 :  AC. BRASKEM -PREF.-  : 5,55 )
W000140_US12477A1060|EU| C.A. LA ELECTRICIDAD DE CARACAS  ( US12477A1060 :  ADS. LA ELECTRICIDAD DE CARACAS  : 8,1 )
W000140_ES0121501318|EU| CAMPOFRIO ALIMENTACION, S.A.  ( ES0121501318 :  CPF/AC 1,00  : 13,86 )
W000140_ES0162292017|EU| CARTERA HOTELERA, S.A.  ( ES0162292017 :  CART.HOTELERA/AC 2,30  : 7,13 )
W000140_ES0117360117|EU| CEMENTOS MOLINS, S.A.  ( ES0117360117 :  CEMENTOS.MOLINS/AC 0,30  : 23,8 )
W000140_ES0117390411|EU| CEMENTOS PORTLAND VALDERRIVAS, S.A.  ( ES0117390411 :  CPL/AC 1,50  : 92,31 )
W000140_BRELETACNOR6|EU| CENTRAIS ELETRICAS BRASILEIRAS, S.A.  ( BRELETACNOR6 :  AC. ELETROBRAS  : 8,78 )
W000140_BRELETACNPB7|EU| CENTRAIS ELETRICAS BRASILEIRAS, S.A.  ( BRELETACNPB7 :  AC. ELETROBRAS . PREF. S/B  : 8,2 )
W000140_ES0105630315|EU| CIE AUTOMOTIVE, S.A.  ( ES0105630315 :  CIE/AC 0,25  : 7 )
W000140_ES0118900010|EU| CINTRA CONCESIONES DE INFRAESTRUCTURAS DE TRANSPORTE( ES0118900010 :  CIN/AC 0,20  : 12,14 )
W000140_BRCMIGACNPR3|EU| COMPANHIA ENERGETICA DE MINAS GERAIS  ( BRCMIGACNPR3 :  AC. CEMIG -PREF.-  : 34,61 )
W000140_BRCPLEACNPB9|EU| COMPANHIA PARANAENSE DE ENERGIA  ( BRCPLEACNPB9 :  AC. COPEL -PREF.-  : 8,84 )
W000140_ES0107350011|EU| COMPANYIA D´AIGÜES DE SABADELL, S.A.  ( ES0107350011 :  AGUAS.SAB/AC B 12,02  : 44,25 )
W000140_ES0160973014|EU| COMPAÑIA DE DISTRIBUCION INTEGRAL LOGISTA, S.A.  ( ES0160973014 :  LOG/AC 0,60  : 46,71 )
W000140_ES0155580014|EU| COMPAÑIA DE INVERSIONES CINSA, S.A.  ( ES0155580014 :  CINSA/AC 6,01  : 9,16 )
W000140_ES0155972237|EU| COMPAÑIA DE INVERSIONES MOBILIARIAS BARCINO, S.A.  ( ES0155972237 :  INV.MOB.BARCINO/AC 1,00  : 0,9 )
W000140_ES0132580319|EU| COMPAÑIA ESPAÑOLA DE PETROLEOS, S.A.  ( ES0132580319 :  CEP/AC 1,00  : 60,24 )
W000140_ES0132955016|EU| COMPAÑIA ESPAÑOLA DE VIVIENDAS EN ALQUILER, S.A.  ( ES0132955016 :  CEVASA/AC 6,00  : 202,35 )
W000140_ES0132110018|EU| COMPAÑIA ESPAÑOLA PARA LA FABRICACION MECANICA DEL VIDR( ES0132110018 :  CELO/AC 6,65  : 5,45 )
W000140_ES0158300410|EU| COMPAÑIA LEVANTINA DE EDIFICACION Y OBRAS PUBLICAS, S.A.  ( ES0158300410 :  CLEO/AC 1,00  : 14,31 )
W000140_ES0110480219|EU| COMPAÑIA LOGISTICA DE HIDROCARBUROS CLH, S.A.  ( ES0110480219 :  CLH/AC D 1,20  : 38,72 )
W000140_ES0184140210|EU| COMPAÑIA VINICOLA DEL NORTE DE ESPAÑA, S.A.  ( ES0184140210 :  CUN/AC 0,24  : 14,49 )
W000140_ES0121975017|EU| CONSTRUCCIONES Y AUXILIAR DE FERROCARRILES, S.A  ( ES0121975017 :  CAF/AC 3,01  : 122,24 )
W000140_ES0124204019|EU| CORPORACION DERMOESTETICA, S.A.  ( ES0124204019 :  DERM/AC 0,10  : 8,04 )
W000140_ES0117160111|EU| CORPORACION FINANCIERA ALBA, S.A.  ( ES0117160111 :  ALB/AC 1,00  : 52,63 )
W000140_MXP3142C1177|EU| CORPORACION GEO, S.A. DE C.V.  ( MXP3142C1177 :  AC. GEO. S/B  : 3,53 )
W000140_ES0124244E34|EU| CORPORACION MAPFRE, S.A.  ( ES0124244E34 :  MAP/AC 0,10  : 3,44 )
W000140_CRUBCI0A0015|EU| CORPORACIÓN UBC INTERNACIONAL, S.A.  ( CRUBCI0A0015 :  AC. CORPORACION UBC INTERNACIONAL. S/A  : 4,33 )
W000140_ES0126501131|EU| DINAMIA CAPITAL PRIVADO, S.A., SCR  ( ES0126501131 :  DIN/AC 3,00  : 23,46 )
W000140_CL0000000522|EU| DISTRIBUCION Y SERVICIOS D&S, S.A.  ( CL0000000522 :  AC. DISTRIBUCION Y SERVICIO  : 14,93 )
W000140_ES0126962010|EU| DOGI INTERNATIONAL FABRICS, S.A.  ( ES0126962010 :  DGI/AC 0,60  : 3,46 )
W000140_ES0162600417|EU| DURO FELGUERA, S.A.  ( ES0162600417 :  MDF/AC 0,50  : 7,02 )
W000140_ES0112501012|EU| EBRO PULEVA, S.A.  ( ES0112501012 :  EVA/AC 0,60  : 17,81 )
W000140_ES0129743219|EU| ELECNOR, S.A.  ( ES0129743219 :  ENO/AC 0,20  : 26,07 )
W000140_CLP3710M1090|EU| EMPRESA NACIONAL DE ELECTRICIDAD, S.A.  ( CLP3710M1090 :  AC. ENDESA CHILE  : 26,12 )
W000140_ES0130960018|EU| ENAGAS, S.A.  ( ES0130960018 :  ENG/AC 1,50  : 19,2 )
W000140_ES0130670112|EU| ENDESA, S.A.  ( ES0130670112 :  ELE/AC 1,20  : 35,03 )
W000140_CLP371861061|EU| ENERSIS, S.A. ( CLP371861061 :  AC. ENERSIS  : 11,35 )
W000140_ES0125140014|EU| ERCROS, S.A.  ( ES0125140014 :  ECR/AC 0,36  : 0,82 )
W000140_NL0000235190|EU| EUROPEAN AERONAUTIC DEFENCE AND SPACE COMPANY EADS, N( NL0000235190 :  AC. EADS  : 22,52 )
W000140_ES0133848038|EU| EUROPISTAS, CONCESIONARIA ESPAÑOLA, S.A.  ( ES0133848038 :  EUROP./AC 0,49  : 8,41 )
W000140_ES0135961219|EU| FADESA INMOBILIARIA, S.A.  ( ES0135961219 :  FAD/AC 0,10  : 35,08 )
W000140_ES0134950536|EU| FAES FARMA, S.A.  ( ES0134950536 :  FAE/AC 0,20  : 24,96 )
W000140_ES0114989017|EU| FEDERICO PATERNINA, S.A.  ( ES0114989017 :  PAT/AC 6,01  : 8,05 )
W000140_ES0136463017|EU| FERSA ENERGIAS RENOVABLES, S.A.  ( ES0136463017 :  FERSA/AC 1,00  : 3,27 )
W000140_ES0138152113|EU| FINANZAS E INVERSIONES VALENCIANAS, S.A.  ( ES0138152113 :  F&I.VALENCIANAS/AC 1,00  : 70 )
W000140_ES0122060314|EU| FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A.  ( ES0122060314 :  FCC/AC 1,00  : 72,33 )
W000140_ES0140441017|EU| FUNESPAÑA, S.A.  ( ES0140441017 :  FUN/AC 0,30  : 8,41 )
W000140_ES0164228019|EU| GAESCO HOLDING, S.A.  ( ES0164228019 :  GAESCO/AC 3,01  : 21,87 )
W000140_ES0143416115|EU| GAMESA CORPORACION TECNOLOGICA, S.A.  ( ES0143416115 :  GAM/AC 0,17  : 19,04 )
W000140_ES0116870314|EU| GAS NATURAL SDG, S.A.  ( ES0116870314 :  GAS/AC 1,00  : 30,99 )
W000140_ES0141571119|EU| GENERAL DE ALQUILER DE MAQUINARIA, S.A.  ( ES0141571119 :  GALQ/AC 1,00  : 13,21 )
W000140_BRGGBRACNPR8|EU| GERDAU, S.A.  ( BRGGBRACNPR8 :  AC. GERDAU -PREF.-  : 11,82 )
W000140_ES0152503035|EU| GESTEVISION TELECINCO, S.A.  ( ES0152503035 :  TL5/AC 0,50  : 21,03 )
W000140_ES0171996012|EU| GRIFOLS, S.A.  ( ES0171996012 :  GRF/AC 0,50  : 8,34 )
W000140_PAL3021871A6|EU| GRUPO BANISTMO  ( PAL3021871A6 :  AC. BANISTMO  : 39,9 )
W000140_ES0116920333|EU| GRUPO CATALANA OCCIDENTE, S.A.  ( ES0116920333 :  GCO/AC 0,30  : 26 )
W000140_MX01EL000003|EU| GRUPO ELEKTRA, S.A. DE C.V.  ( MX01EL000003 :  AC. GRUPO ELEKTRA  : 8,25 )
W000140_ES0130625017|EU| GRUPO EMPRESARIAL ENCE, S.A.  ( ES0130625017 :  ENC/AC 4,50  : 39,33 )
W000140_ES0162601019|EU| GRUPO FERROVIAL, S.A.  ( ES0162601019 :  FER/AC 1,00  : 71,67 )
W000140_ES0139140018|EU| GRUPO INMOCARAL, S.A.  ( ES0139140018 :  CAR/AC 0,12  : 4,82 )
W000140_MXP4833F1044|EU| GRUPO MODELO, S.A. DE C.V.  ( MXP4833F1044 :  AC. GRUPO MODELO. S/C  : 38,62 )
W000140_ES0145833119|EU| HISPANA HOLDING, S.A.  ( ES0145833119 :  HISPANA.HOLD/AC 1,00  : 1,29 )
W000140_ES0146790011|EU| HULLAS DEL COTO CORTES, S.A.  ( ES0146790011 :  HCC/AC 1,20  : 10,03 )
W000140_ES0144580018|EU| IBERDROLA, S.A.  ( ES0144580018 :  IBE/AC 3,00  : 34,42 )
W000140_ES0147200036|EU| IBERIA LINEAS AEREAS DE ESPAÑA, S.A.  ( ES0147200036 :  IBLA/AC 0,78  : 2,51 )
W000140_ES0147561015|EU| IBERPAPEL GESTION, S.A.  ( ES0147561015 :  IBG/AC 0,60  : 17,28 )
W000140_ES0150480111|EU| INBESOS, S.A.  ( ES0150480111 :  BES/AC 1,20  : 14,22 )
W000140_ES0148224118|EU| INDO INTERNACIONAL, S.A.  ( ES0148224118 :  IDO/AC 1,00  : 8,7 )
W000140_ES0118594417|EU| INDRA SISTEMAS, S.A.  ( ES0118594417 :  IDR/AC A 0,20  : 17,99 )
W000140_ES0148396015|EU| INDUSTRIA DE DISEÑO TEXTIL, S.A.  ( ES0148396015 :  ITX/AC 0,15  : 38,48 )
W000140_ES0150160010|EU| INDUSTRIAS DEL ACETATO DE CELULOSA, S.A.  ( ES0150160010 :  INACSA/AC 5,00  : 16,96 )
W000140_ES0153440419|EU| INMOBILIARIA COLONIAL, S.A.  ( ES0153440419 :  COL/AC 3,00  : 61,94 )
W000140_ES0154653911|EU| INMOBILIARIA DEL SUR, S.A.  ( ES0154653911 :  INMO.SUR/AC 2,00  : 54,97 )
W000140_ES0154800215|EU| INMOBILIARIA URBIS, S.A.  ( ES0154800215 :  URB/AC 1,19  : 26,58 )
W000140_ES0154936035|EU| INMOFIBAN, S.A.  ( ES0154936035 :  INMOFIBAN/AC 1,53  : 71,5 )
W000140_ES0154949012|EU| INMOLEVANTE, S.A.  ( ES0154949012 :  INMOLEVANTE/AC 3,00  : 13,3 )
W000140_ES0143419010|EU| INVERFIATC, S.A.  ( ES0143419010 :  INVERFIATC/AC 6,00  : 6,76 )
W000140_ES0155151014|EU| INVERPYME, S.A.  ( ES0155151014 :  INVERPYME/AC 1,00  : 1,58 )
W000140_ES0145832012|EU| INVERSIONES AZALBA, S.A.  ( ES0145832012 :  INV.AZALBA/AC 1,00  : 2,6 )
W000140_ES0152768612|EU| INYPSA INFORMES Y PROYECTOS, S.A.  ( ES0152768612 :  INY/AC 0,50  : 7,54 )
W000140_GB0057933615|EU| JAZZTEL, PLC.  ( GB0057933615 :  AC. JAZZTEL  : 0,47 )
W000140_ES0175290115|EU| LA SEDA DE BARCELONA, S.A.  ( ES0175290115 :  SED/AC 1,00  : 2,25 )
W000140_ES0158150013|EU| LEFA, S.A.  ( ES0158150013 :  LEFA/AC 30,05  : 25 )
W000140_ES0137998A12|EU| LIBERTAS 7, S.A.  ( ES0137998A12 :  LIBERTAS.7/AC 0,50  : 25,63 )
W000140_ES0158480311|EU| LINGOTES ESPECIALES, S.A.  ( ES0158480311 :  LGT/AC 1,00  : 7,72 )
W000140_ES0158545030|EU| LIWE ESPAÑOLA, S.A.  ( ES0158545030 :  LIWE.ESPAÑOLA/AC 3,15  : 9,2 )
W000140_ES0161928116|EU| MECALUX, S.A.  ( ES0161928116 :  MLX/AC 1,00  : 29,75 )
W000140_ES0154220414|EU| METROVACESA, S.A.  ( ES0154220414 :  MVC/AC 1,50  : 121,26 )
W000140_ES0163960018|EU| MINERALES Y PRODUCTOS DERIVADOS, S.A.  ( ES0163960018 :  MIN&PROD.DERIV/AC 9,00  : 23,05 )
W000140_ES0164180012|EU| MIQUEL Y COSTAS & MIQUEL, S.A.  ( ES0164180012 :  MCM/AC 2,00  : 24,82 )
W000140_NL0000361947|EU| MITTAL STEEL COMPANY, N.V.  ( NL0000361947 :  AC. ARCELOR MITTAL  : 31,64 )
W000140_ES0116494016|EU| MONTEBALITO, S.A.  ( ES0116494016 :  MTB/AC 1,00  : 17,37 )
W000140_ES0165515117|EU| NATRA, S.A.  ( ES0165515117 :  NAT/AC 1,20  : 10,43 )
W000140_ES0165359011|EU| NATRACEUTICAL, S.A.  ( ES0165359011 :  NTC/AC 0,10  : 1,87 )
W000140_BRNETCACNPR3|EU| NET SERVIÇOS DE COMUNICAÇAO, S.A.  ( BRNETCACNPR3 :  AC. NET SERVIÇOS DE COMUNICAÇAO -PREF.-  : 8,03 )
W000140_ES0161560018|EU| NH HOTELES, S.A.  ( ES0161560018 :  NHH/AC 2,00  : 15,82 )
W000140_ES0166300212|EU| NICOLAS CORREA, S.A.  ( ES0166300212 :  NEA/AC 0,80  : 4,85 )
W000140_ES0142090317|EU| OBRASCON HUARTE LAIN, S.A.  ( ES0142090317 :  OHL/AC 0,60  : 20,46 )
W000140_ES0168561019|EU| PAPELES Y CARTONES DE EUROPA, S.A.  ( ES0168561019 :  PAC/AC 2,00  : 6,75 )
W000140_ES0168632018|EU| PARQUESOL INMOBILIARIA Y PROYECTOS, S.A.  ( ES0168632018 :  PSL/AC 1,00  : 23,69 )
W000140_ES0169350016|EU| PESCANOVA, S.A.  ( ES0169350016 :  PVA/AC 6,00  : 26,92 )
W000140_BRPETRACNOR9|EU| PETROLEO BRASILEIRO, S.A.  ( BRPETRACNOR9 :  AC. PETROBRAS  : 17,54 )
W000140_BRPETRACNPR6|EU| PETROLEO BRASILEIRO, S.A.  ( BRPETRACNPR6 :  AC. PETROBRAS -PREF.-  : 15,9 )
W000140_ES0168626010|EU| PLARREGA INVEST 2000, S.A.  ( ES0168626010 :  PLARREGA2000/AC 6,01  : 6,01 )
W000140_ES0170884417|EU| PRIM, S.A.  ( ES0170884417 :  PRM/AC 0,25  : 15,16 )
W000140_ES0171743117|EU| PROMOTORA DE INFORMACIONES, S.A.  ( ES0171743117 :  PRS/AC 0,10  : 13,31 )
W000140_ES0175438235|EU| PROSEGUR, COMPAÑIA DE SEGURIDAD, S.A.  ( ES0175438235 :  PSG/AC 0,60  : 24,27 )
W000140_ES0172233118|EU| PULEVA BIOTECH, S.A.  ( ES0172233118 :  BIO/AC 0,24  : 2,55 )
W000140_ES0173093115|EU| RED ELECTRICA DE ESPAÑA, S.A.  ( ES0173093115 :  REE/AC 2,00  : 32,19 )
W000140_IT0001178299|EU| RENO DE MEDICI, S.P.A.  ( IT0001178299 :  AC. RENO DE MEDICI. S/A  : 0,54 )
W000140_ES0173365018|EU| RENTA CORPORACION REAL ESTATE, S.A.  ( ES0173365018 :  REN/AC 1,00  : 31,15 )
W000140_ES0173516115|EU| REPSOL YPF, S.A.  ( ES0173516115 :  REP/AC 1,00  : 26,55 )
W000140_ES0173964018|EU| RIOFISA, S.A.  ( ES0173964018 :  RFS/AC 0,20  : 33,13 )
W000140_ES0182870214|EU| SACYR VALLEHERMOSO, S.A.  ( ES0182870214 :  SYV/AC 1,00  : 44,28 )
W000140_BRSDIAACNPR1|EU| SADIA, S.A.  ( BRSDIAACNPR1 :  AC. SADIA -PREF.-  : 2,38 )
W000140_MX01SA030007|EU| SARE HOLDING, S.A., DE C.V.  ( MX01SA030007 :  AC. SARE. S/B  : 9,34 )
W000140_ES0143421G11|EU| SERVICE POINT SOLUTIONS, S.A.  ( ES0143421G11 :  SPS/AC 0,60  : 3,05 )
W000140_ES0165380017|EU| SNIACE, S.A.  ( ES0165380017 :  SNC/AC 0,10  : 4,49 )
W000140_ES0125690117|EU| SOCIEDAD ANONIMA DAMM  ( ES0125690117 :  DAMM/AC 1,00  : 42,71 )
W000140_ES0146940012|EU| SOCIEDAD ANONIMA HULLERA VASCO-LEONESA  ( ES0146940012 :  HULLERA.VAS-LE/AC 3,01  : 4,76 )
W000140_ES0131600019|EU| SOCIEDAD ESPAÑOLA DEL ACUMULADOR TUDOR, S.A.  ( ES0131600019 :  TUD/AC 3,01  : 8,91 )
W000140_ES0141330C19|EU| SOCIEDAD GENERAL DE AGUAS DE BARCELONA, S.A.  ( ES0141330C19 :  AGS/AC 1  : 26,78 )
W000140_ES0141330L18|EU| SOCIEDAD GENERAL DE AGUAS DE BARCELONA, S.A.  ( ES0141330L18 :  AGS/ACNV 1  : 26,55 )
W000140_ES0178483139|EU| SOGECABLE, S.A.  ( ES0178483139 :  SGC/AC 2,00  : 26,28 )
W000140_ES0176252718|EU| SOL MELIA, S.A.  ( ES0176252718 :  SOL/AC 0,20  : 14,77 )
W000140_ES0110047919|EU| SOS CUETARA, S.A.  ( ES0110047919 :  SOS/AC 1,50  : 12,53 )
W000140_ES0138109014|EU| SOTOGRANDE, S.A.  ( ES0138109014 :  STG/AC 0,60  : 15,71 )
W000140_BRSUZBACNPA3|EU| SUZANO BAHIA SUL PAPEL E CELULOSE, S.A.  ( BRSUZBACNPA3 :  AC. SUZANO BAHIA SUL -PREF.-  : 3,48 )
W000140_BRSZPQACNPR5|EU| SUZANO PETROQUIMICA, S.A.  ( BRSZPQACNPR5 :  AC. SUZANO PETROQUIMICA -PREF.-  : 0,29 )
W000140_ES0177080118|EU| TABLEROS DE FIBRAS, S.A.  ( ES0177080118 :  TFI/AC 0,50  : 1,53 )
W000140_ES0108180219|EU| TAVEX ALGODONERA, S.A.  ( ES0108180219 :  ASA/AC 0,92  : 3,37 )
W000140_ES0178165017|EU| TECNICAS REUNIDAS, S.A.  ( ES0178165017 :  TRE/AC 0,10  : 27,39 )
W000140_ES0147582318|EU| TECNOCOM, TELECOMUNICACIONES Y ENERGIA, S.A.  ( ES0147582318 :  CIB/AC 1,00  : 12,55 )RT_APORVector
W000140_ES0178344117|EU| TELE PIZZA, S.A.  ( ES0178344117 :  TPZ/AC 0,03  : 3,19 )
W000140_ES0178419117|EU| TELEFONICA PUBLICIDAD E INFORMACION, S.A.  ( ES0178419117 :  TPI/AC 0,05  : 8,33 )
W000140_ES0178430E18|EU| TELEFONICA, S.A.  ( ES0178430E18 :  TEF/AC 1,00  : 15,17 )
W000140_MXP904131325|EU| TELEFONOS DE MEXICO, S.A.  ( MXP904131325 :  AC. TELMEX. S/L  : 20,78 )
W000140_ES0170885018|EU| TESTA INMUEBLES EN RENTA, S.A.  ( ES0170885018 :  TST/AC 6,00  : 28,56 )
W000140_ES0132945017|EU| TUBACEX, S.A.  ( ES0132945017 :  TUB/AC 0,45  : 4,77 )
W000140_ES0180850317|EU| TUBOS REUNIDOS, S.A.  ( ES0180850317 :  TRG/AC 0,40  : 16,9 )
W000140_MXP740471117|EU| TV AZTECA, S.A. DE C.V.  ( MXP740471117 :  AC. TV AZTECA  : 5,35 )
